2018.12.19 12:18,323,1dnj****,211.36.***.225,0,2,조~깟~~노,
2018.05.18 11:45,824,naco****,59.16.***.216,7,3,계속 물타기 한다. 한국단자는 부채비율 없고 자동차 컨넥터에선 국내 토종이니 2018년 하반기 자동차 신차판매 상승 및 아들 원준에게 다 넘어가면 분명 오를거다...본전은 해야지롱...?,"['언제까지 기둘림?\n조회 565공감 2비공감 1투자의견 의견없음신고\nnaco**** 59.16.***.216\n2018.01.18 12:01\n쓰벌...있는돈 다털어 샀드니만 이게 뭡니까?\n언제까지 기둘러야 함? ...잘 되는 회산질 알았는데...누가 답변좀...부탁해요?\n\nnaco**** 야 니가 쓴 글이 이렇게 남아있을지 너도 몰랐지?? ㅋㅋ 세상엔 비밀은 없단다 밣히지 않았을뿐이지 ..... ㅉㅉㅉ\nㅋㄷㅋㄷ2017 1월 18일이면 어디보자 66000원에나 들어갔다치고 회까닥 돌만도 하겠꾼 ㅋㄷㅋㄷ ㅉㅉㅈ', '응~ 그래그래~\n\n너 괴리감 안들게.. 내가 간간히 답글 달아서 관심가져줄께..\n\n머가됬든 꾸준히 하기다 응? ㅋㅋ', 'doma****그래 웃을수잇을때 많이 웃어둬라 얼마후에 오늘을 꼭 기억해둬라 내가 피똥싸게 해 줄테니 ㅋㅋㅋㄷㅋㄷㅋㄷ', '응 onix 힘내줘~ 잘부탁해 ㅋㅋ', 'doma**** ㅋㅋㄷㅋㄷ 아가야 소설을 너무 많이 본거 아니냐?? ㅉㅉ 거기까지가 니 머리에한계야 ^^ 난 그걸노린거다 너처럼 날 매집에 아이콘으로 생각해 무식한 개미들 혹시나하고 매수하게 만들어 때려죽여도 층층이 매물대때문에 개미들 무려있는 매물대때문에 쉽게 못올라가 전부 자멸시키는것이 내 목적이다. 너누 고맙다 함정에 손쉽게 빠져줘서 제발 계속매수해다오 부칵이다 그래야 늪에서 못 빠져나오고 스스로 자멸할케니 ㅋㅋㄷㅋㄷ', 'onix 같은 애들이 더 많아야 한다~\n\nonix 제는 지금 먼가 알고 있거든~ 확신있어서 싸게 매집하려고 나름 노력한다고 몇달째 게시판 작업~ 가끔은 쫌 안되보이기도 하지만 ㅎㅎ\n\n저러고서~ 이 게시판 onix글보고 그래도 몇명이라도 팔았겠지~ 50원이라도 더 떨어졌겠지하며 하루하루 위안 삼는 부류 ㅎㅎ\n\n저런애들이 좀더늘고 더 소란스워지다가~ 어느날 갑자기 게시판글 싹 다지우고 제네 사라지면.. 그날이 제네 매집 끝나고 급등하는날.. \n\n결국은 나중에는 모두 같은마음~ 같은생각~ 주주들 모두 화이팅!!', '회사가 점점 망해가는것도 모르고 어설픈 부채를 논해 ??ㅋㅋ 야이 미친얼간은 부채는 회사가 어려워지면 자연히 늘어나는거다 지금 부채율이 낮다고 앞으로도 부채률이 낮아진다고 누가 보장한다더냐?? ㅉㅉ 내가 볼땐 한국단자는 성장성이 없는하향세에 완전히 접어든 회사다 ㅉㅉ']"
2018.05.20 16:16,246,naco****,175.223.***.192,1,0,한국단자 임원으로 제대한 사람이거든요..글구...투자한 돈이 억대랍니다...KET는 내가 직접 경영에 참여해서 개성..베트남..지방공장..모두 성공했죠..여러분처럼 단타매매 하는 사람 아닙니다...투자는 좀더 긴 안목으로 하세요.까불지 말고요...,['임원님만 믿고 가봅니다~']
2018.05.18 09:26,382,j009****,59.28.***.253,1,2,"일마는 오르가즘도 없는 갑갑이.
찔러도 아프기만 니기미 Cpal.

창훈 성 주것나.
아니모 디비 자나.
퍼뜩 일나 우찌 좀 해바라.",['j009****넌 말야 인성이 엿같아서 멀사든 주식빠진다 내가 장담할께 ㅋㅋ']
2018.05.16 16:16,1102,j009****,210.104.***.41,3,4,"회장과 사장
아버지와 아들.

이익잉여금 5천억 넘던데.
잘 계획 함 해바라.

주가 비행하도록
우찌 안되것나.

잘 생각해 보소.","['free****님 어닝쇼크 날거알고 그동안 빼온거런 생각은 안하니?? 그동안 빠질때 넌 어디갓다왔니??ㅋㅋ 이렇게 피 말리면서 빠지는게 무서운거야 개미들은 절때 미련못버리기 때문에 이렇게빠지면 손절 못한다 그래서 개미가 하수중에 하수란 얘기듣는거다 ㅉㅉㅉ', 'j009****너는 손실보니까 개또라이 발악을하냐?? 지진아얔ㅋㅋㄷㅋㄷ', 'j009****너는 기본적분석 및 재무제표 보는법을 제대로 배워라\n한수가르쳐주마, 영업이익이 분기별로봐라 게속 현격히 줄고 있잖니?? 넌 멀 보는거야 ㅋㅋ', '그돈을 소액주주들과\n나눌 생각이 털끝만큼도 없단다.\n지놈들 개인 돈인줄 알지', '어닝 쇼크 수준이지만, 주가가 끄덕없다는 얘기는 누군가 잘 관리하고 있다는 이야기쥐...', '공정위 상조 킴 한테 연락해야 함.....']"
2018.05.16 10:03,469,j009****,210.104.***.41,1,2,"주가는 너무 과하게 떨어지는데.
임직원은 아무 이야기도 없는 것이
너무 아쉽고,

이런 회사에 투자한 것에
정말 후회한다.

비록 영업이익이 많이 떨어졌으도
내일의 일말의 서광이 비추어진다면
이렇게까지 주가는 떨어지지 않을껄.

지발 무슨 IR 또는 조그마한 뉴스 꺼리도 없단 말인가.
전자공시 쫌 활용해서 브리핑도 좀 해라.

임직원들 모두 죽었나.",['제 아는분이 거기를 현재 잘 아는데...\n지금은 매출도 정상복구 되고...\n여러 영업망 신규로 뚫기 위해 열심히이구...진전도 있다고 합니다.\n2분기를 기대해보세요.....1분기 대비하면 많이 좋아지지 않을까요?']
2018.05.15 15:17,724,alov****,119.207.***.56,1,3,ㅜㅜ 전년동기 대비 급락수준 ㅜㅜ,['아 이렇게 까지.......흠..']
2018.05.15 14:18,220,yhj2****,223.39.***.124,2,1,.,[]
2018.05.15 13:42,508,69no****,223.39.***.17,2,2,단지만드는 회산가?,[]
2018.05.15 09:00,358,yhj2****,223.39.***.32,2,3,내용무,[]
2018.05.11 18:33,842,gks8****,223.39.***.179,2,2,"고민하지 마시고
그냥 묵혀두면 됩니다^^~~
똥이든 된장이든,,
외인 비율은 자꾸 올라가고,,",[]
2018.05.11 09:06,428,j009****,210.104.***.41,2,2,"지발 개미주주들께 고합니다.

지발 매도하지 마세요.
한달간만 참아보십다.

그리고 금융감독원 주가조작 사실조사 신청을
너도나도 모두가 합시다.

그래도 안되면 국민청원 올립시다.",[]
2018.05.11 05:46,347,j009****,112.163.***.176,1,2,"기업과 대주주에 대해 반응이 없음.
정말 대주주와 한편이 아니라면
이렇게 조용히 지내지 않을 듯.

모두가 영차영차해도 모자랄 판.
지발 쫌 주가조작하는 세력들에
대항해 여기 개미들도
사실조사 신청과 국민청원 운동을
함 해보자.

이런 노력없이는 지금 쳐놓은
가두리양식장에서 빠져나오기
불가능함.

지발 일어나 투쟁하자.

기업은 IR도 않을뿐아니라
잠만 자고 있다.

누가 깨우랴.",[]
2018.05.10 14:58,453,kurt****,175.223.***.223,1,1,"위든 아래든
거래량이 터져야 되는데",['거래가 없다는건 시장에서 소외된 주식이란말이고 주가를 관리하는 일명 세력이 없는 개잡주란 얘기다.']
2018.05.10 08:41,418,yhj2****,110.9.***.109,1,1,"한달 이상 넘 지루하고 답답해서요.
한반도 정세는 요동치는데~~~","['개성공단 재진입 검토 중이라는 정보가 있네요~참고하세요', 'yhj2****내가 언제부터 못 올라간다했나요?? 절대수급구조가 올라갈수없는구조라고 분명히 말했습니다.님은 내말을 안믿었기때문에 이제와서 헛소리나하나요??']"
2018.05.07 21:44,530,aqsw****,125.191.***.170,1,0,저점 인가요ㅜㅜ,['히번주 4자 볼것 같은데~']
2018.05.04 00:56,368,j009****,112.163.***.176,1,0,"이 가사가 생각나네.

언젠간 가겠지.",[]
2018.05.02 21:16,503,j009****,112.163.***.176,1,0,"안정성과 성장성.
두 날개로 날아올라라.

마이 쉬었다 아이가.
날개를 활짝 펴가 바람에 맡겨라.

더 높이, 더 멀리.
저 높은 곳을 향하여 날아라.",[]
2018.04.30 10:11,797,j009****,210.104.***.41,4,3,"벌떡 일나거라.
좀더 자다가는 뒤지것다.

언놈이 콱 눌리거든
단자야 쪽 빨아삐라.

양기 좀 받아가
퍼뜩 일나거라.",['죽었다 아잉가^^']
2018.04.29 01:23,1069,zzin****,39.7.***.176,1,2,"한국단자는 개성공단 기업협회 회원입니다.

http://www.gaesong.net/korean/viewforum.php?f=105&topicdays=0&sort=1&order=1&sort2=1&order2=1&start=120","['철수 했다고 했지...재입성 한다 안한다는 이야기 없던데...', '에전엔 그랬고 지금은 다 철수한 상테라고 주식 담당자가 전화통화로 확인해 줬습니다 님도 전화로라도 주식담당자에게 확인해 보세요.']"
2018.04.29 00:57,805,zzin****,39.7.***.176,2,3,"희소식입니다.

개성공단 다시 들어가려나 봅니다 ^^

다른 남북경협주 다들 몇배나 오를때 한국단자는 꿈쩍도 안했는데

이제 같이 따라 오르겠지요?","['개성공단 입주기업들 현재 모두 다 각각 다른 곳으로 옮겨져 있는 상태입니다.(어느 정권때 있던 일로)\n한국단자는 개성공단의 공장도 다른곳과 다르게 벽돌로 지어져 있습니다. 이창원 대표이사의 깊은 뜻이 담겨 있는 공장입니다.', '알았어요 사실과 다른 부분 있으면 다시 알려주면 될것이지 왜 그렇게 공격적이신가요', '님 정신차리세요 한국단자는 개성공단 다 철수해서 배트남으로 공장 다 옮겼다고 주식담당자가 말했는데 주식담당자 목줄 달아달일 있나요?? 참 님도 한심하네요 ^^']"
2018.04.24 20:06,546,j009****,210.104.***.41,2,2,"요긴 말좀하는 분이 없네요.
왜지?
전부 산속에 들어가셨나.

좀 회사정보도 나누고 했으면 좋으련만
누구도 나서질 않네.

난 정보가 없어서 내놓을 게 없고
정보캐자니 알아볼만한데도 없고
참 난처하네.

한국단자 정보 좀 공유합시당.

1분기 실적도 궁금코
전기자동차 보급 확대와 남북경협이 성사되면
어떤 영향이 있는지도 궁금타.",['요거30000원 낙찰이다\nㄲ다려']
2018.04.25 22:14,229,gg19****,123.248.***.20,1,0,"팩트는 조심스럽게 예측 해보건데 몇년전 자동차 잘나갈때 너무 많이 상승하였고 자동차 수출이 부진하니까 부품주도 실적 감소
주가 하락이 이어졌다고 봅니다
다만 2년간 충분한 조정을 거쳤다고 봐요 1분기
실적이 변수이나 작년 4분기 보다 나쁘지 않으면
재평가 회복을 하지 않을까 전망해요
한가지 대주주 증여 문제로 하락을 방치하던지
또 무상증자 예상으로 기관이 주구장창 매도하여
급락을 유도하여 싼 가격으로 사들이는 전략이라고
판단 됩니다",['감솨합니다.']
2018.04.24 18:12,521,j009****,210.104.***.41,1,2,"생동감이라곤 엿볼수 없는 회사에
투자한 내가 한심하다.

회사 임직원여러분.
IR을 하든지, 1분기 실적발표를 하던
미래투자계획 또는 뭐 좀 공지 좀 해라.

이게 뭐꼬.
그냥 장사 지내는 것 같다.","['주가 빠진 만큼... 충분한 그만한 실적 발표 나올겁니다...', '실적 개판!!! 사판!!']"
2018.04.24 12:38,429,j009****,210.104.***.41,3,2,"개미등골 빼먹었으니
이제 무상증자해라.",[]
2018.04.23 18:54,577,6301****,119.18.***.100,1,3,아즉도 안나오네 혹시 내일?,"['6301**** khk3****야 꿈깨라 집에 동치미 없냐?? 올라갈 주식이 저 모양이냐?? ㅋㅋㅉㅉㅉ', '내일.또는 모레 20일선을 넘을것 같네요']"
2018.04.23 11:39,660,naco****,59.16.***.216,2,4,"이베스트투자증권에서 3일 한국단자(025540)에 대해 ""2018년 영업이익 추정치 하향 조정(OP: 857억원 → 730억원, -14.8%)""라며 투자의견을 '매수(유지)'로 제시하였고, 아울러 목표주가로는 80,000원을 내놓았다.","['하나금융도 아니고 이베스트를 믿네\n아직 갈길이 머시네요ㅎㅎ', '목표주가는 항상 30% 높게 보는겨\n그거 믿을거 못됨..']"
2018.04.23 10:14,783,exit****,211.253.***.18,1,1,"이거 개성공단 관련주인데 왜 못오를까.

지금 다른 개성공단 주들은 키맞추기 하고 있는데..","['과거 억울한 피해기업인데 개성공단 재입주 우선권을 주지 않을까요.', '개성공단에서 철수 안한기업 있나요? 2016년 뉴스좀 뒤져보셈.', '여긴 옛날에 완전 개성은 접고 이젠 베트남으로 간 상태임을 알아야 함..개성이랑 전혀 관계 없는 듯..', '한국단자는 개성공단에서 거의 철수한 상태라고 주식담당자가 말해줬어요 그리고 실적이 점점 줄어드는 추세네요 ㅉㅉㅉ']"
2018.04.22 18:57,577,kson****,73.172.***.37,0,0,http://www.sisaweek.com/news/articleView.html?idxno=95455,[]
2018.04.20 14:02,627,yun2****,223.38.***.96,1,1,ㆍ,[]
2018.04.19 15:58,784,yun2****,223.62.***.215,1,2,ㆍ,"['한번만 더 내눈에 띠 면 아작 을 내고 싶다 ㅡ 댓글다는 손가락에 무좀이나 걸려라', '야 이 ㅆ ㄹ ㅋ야 니가 한말은 전부 소설이고 믿을게 하나도 없다 ㅡ 인생을 왜 그렇게 사냐', '니 onix, kudo 아디 한개만 써라 ㅡ 쓰ㆍㄹ 기 인생아 ㅡ 욕을 한바가지 하니깐 글을 지워 ㅡ 니가 그러고도 사람 시 ㄱ 가 ?', '니 onix, kudo글에 댓글 다는거 같애?ㅋ 니가 여기다 글 쓰니까 따라다니며', ""kudo****\n야.. 너나 실컷 '고내'해라ㅋㅋ\n글쓰기 전에 동네 초등학교가서 붙잡고 물어보고 글써.ㅋ\n공부?ㅋ 너 같은게 무슨 대단한 공부를 하는지 몰라도..\n성인으로서 이런 기본 소양도 없는 너 따위가 무슨 남한테 공부타령?ㅋ 진짜 어이가 없어서 원..ㅋㅋㅋ\n헌책방 가서 초등학교 국어책부터 다시 공부해야될 위인이 누군데?ㅋ 일부러 이렇게 쓰기도 힘들겠다.. 진짜 무식하고 배운거 없는 꼰대들은 이런걸로 이렇게 자연스럽게 웃기기 까지 하지?ㅋㅋㅋ"", 'j009**** 못 믿겠으면 니가 찾아봐라 2015/12 (689억) 2016/12 (672억) 2017/12 (498억) 3년연속 당기수이익 감소 중인데 내가 좋아지는걸 나쁘다고 했냐?? 니 눈으로 확인해봐라. ㅠㅠ ㅉㅉ그럼 분기로 보랴??\n2017/06 (170억) 2017/09 (125억) 2017/12 (51억) 전분기 대비 3/1토막인데 니 눈에는 실적이 좋아지고 있냐고?? 말같은 소리를 해야지 ㅠㅠ', '쿠도 이글 캡처해 놓았다.\n나중 분기보고서와 반기보고서하고\n비교해보고 정반대면 신고한다.\n\n기다리라. 니 계속 지켜보고 있다.\n자료를 모으는 중이다.', '재무제표를 볼줄모르니 실적이 좋은지 나빠지는지 알아볼수가 없는거 아닌가요?? 공부하세요 누군 놀줄 몰라서 고내하고 하나라도 알아내려고 노력해야 합니다. 실적 엄청나빠지고 있습니다 이건 팩트입니다. 물론 좋아질 가능성도 희박해 보이네요.....']"
2018.04.19 13:58,691,ccc5****,122.128.***.195,8,4,"기관이 문제가 아니라 아들이 문제다

아들한테 세금 안내게 하려고 비상장회사 만든다음에

지금 주주돈 다훔쳐가고 있다

네이버 검색만해도 - 한국단자 일감몰아주기 -요렇게

다나온다

진짜 이런 새끼들은 총살 시켜야 된다",[]
2018.04.19 11:45,358,j009****,210.104.***.41,2,0,"기관시키들 다 뒤져뿌시모 조컷다.
하는 꼬라지가 계속 내다팔고 자빠졌네.",[]
2018.04.17 23:39,890,ljh8****,210.178.***.158,3,2,회사가 얼마나 개판이면 기사가 없네~ 3만원대 멀지 않았다~,"['댓글 쓴 사람 주식 접어라~ 지금 저평가 우량주가 널렸는데 여기에 목매달고 있냐^^', '3만원 운운은 당신이 저 세상가면 만나볼수있는 가격이고....\n전 꾸준히 5만원 언저리에서 모아모아 가고 있습니다.\n초우량 회사이시에 언젠가는 제자리 찾아갈것입니다.']"
2018.04.17 21:12,361,yun2****,210.121.***.141,1,1,ㆍ,['꿈깨^^ -3% 예상된다']
2018.04.17 15:05,328,6301****,211.202.***.16,5,0,영차 ~~ 영차,[]
2018.04.17 14:20,503,naco****,59.16.***.216,4,6,"아들한테 증자하고..아버지 일선에서 물러나고...현대자동차 2차 벤더니깐 ...내년을 기다리며 나오는대로 50,000원에 무조건 매수해라..
분명히 90,000원대로 상승한다..?",['굿굿']
2018.04.15 13:32,465,j009****,222.97.***.106,2,1,"이곳은 4차를 넘어 영차 산업혁명 중인가.
죽은 자만 있는 곳인가봐.

장례식장도 이 정도는 아닌데.
회사 대주주와 임작원도 서서히 데워지는
대야안에 있는 개구리가 되었는가.

정말 죽음보다 깊은 침묵의 메아리가
정녕 이곳을 지배하고 있는가.

바람아 불어라. 회오리 바람으로
이 깊은 침묵을 날려보내라.

밖에는 봄바람.
개미에게는 신바람이 일어날때까지
쉼없이 불어라.

햇빛이여 강렬히 내리쬐라.
이곳에 아지랑이가 피어오르도록.

모든 자들이 아유 더워하면서
옷을 벗어 던지고 한까풀 한까풀
나아오도록 힘껏 내리쬐라.",[]
2018.04.13 21:56,764,capt****,220.92.***.115,3,1,"정말 미련하게 들고 오래가서 손실은 잘 안보는데 이 종목은.... 정말 뭐라고 해야할지

일부러 주가 떨어트릴려고 발악을 하는데
걍 내가 졌다

회장 그리고 그 자식넘 잘 묵고 잘 살아라
내 피 같은 돈 6,484,254 원 너거 상속 증여 비용으로 써라 에라이 이 똥물에 튀겨 버릴 ...

그 많은 퀵 리포트 한장 없고 종목 카버리지도 없는 .... 희망이 없을 때 죽음같은 좌절이 온다며 그래 던지고 간다 오래 맴 고생했다 cba",['안타깝네요.\n정말 이곳은 왜 이럴까.\n\n주가가 흘러내려도\n너무 조용함.\n\n여긴 개미가 없는가봐.\n전부 대대주주 식구들만 있는가.']
2018.04.13 11:23,531,ktw0****,211.217.***.215,2,1,"여기서 이런 글 쓰면 욕 먹겠지만 ... 10% 넘는 손절은 거의 정말 정말 오랬만이네요
투자금이 소량이라 금액 손실은 작지만...
감으로 갑자기는 앞으로 삼가 해야겠어요
남은 투자자 분들 꼭 원금 회복 하시길 !!!",['탁월한 선택이십니다.']
2018.04.12 20:06,961,j009****,210.104.***.41,3,3,"한국단자 이사여러분.
이 참에 주주를 위해
시원하게 무상증자나 합시다.

상장물량도 얼마 아닌데
물량도 늘리고 회사이미지도 올리고

도랑치고 가재잡고
누이조코 매부조코

어때요.
진짜 땡 잡는 거죠.
한번 잘 의논해보소.",['무상증자는 무증권락으로 도로\n원위치되는 것을 수도 없이 봤다.\n물량증가로 오히려 내려가서 손해볼수도\n있지. 의미없다. 차라리 주식 매입소각이 낫지.']
2018.04.12 08:33,574,j009****,210.104.***.41,2,2,"결론은 증권사 맘대로였다.

#MBC뉴스-

수백억 원어치 주식을 팔 수는 있지만,
""자신의 연봉 이상을 사들이는 행위는 시스템상 불가능하다.
규정상 자기 연봉 이상으로 매수할 수 없고요.
만약 연봉 이상의 매수 주문을 넣을 경우 주문이 차단되도록 시스템이 구축돼 있습니다.""- MBC #

""삼성증권은 시스템상 불가능하다고 했지만,
사고 수습을 위해 '유령 주식'을 되사올 때,
이 잠금장치를 일시적으로 풀었다.""
안 되는 게 증권사가 하면 된단다.

문제가 안 됐으면 증권사가 말도 안 되는 거래를 해도 그냥 넘어갔다는 얘기이다.

증거인멸 전에
기관 순매도가 많은 종목과 전 증권사에 대해 전수조사를 실시된다.

기울어진 운동장에서 게임하는 이게 현실이다.",[]
2018.04.11 14:49,435,dnfl****,112.163.***.176,2,1,"너무 많이 잤다.
퍼뜩 일어 나거라.

남도 일어날때 일어나야제.
내일부터 서서히 발통 굴리자.",[]
2018.04.11 13:51,558,ccc5****,110.70.***.208,6,0,"이러니 회사가 제대로되고

주가가 제대로 되것냐?

하여간 개새끼들",[]
2018.04.11 09:22,690,dnfl****,112.163.***.176,4,1,"한국단자 요즘 경제환경과 재무건전성,
해외와 국내 선물 변동하고는 별개로 노네.

이 회사 문닫나요.
정말 이상하리만치 엉뚱하네요.

회사는 아무 설명도 없고
IR도 하지 않고
이건 뭐 과히 병신이 된 것 같다.

회사에 심각한 문제가 발생한 것이
틀림없다.

그렇친 않고서야 주가가 이럴 순 없다.
또한 수급이 없는 이유 아닐까.

회사는 현 주가에 대해 의견을 밝히지
않는 것은 그만큼 자신이 없다는 야기다.

따라서 현장방문과 탐문이 필요하다.
개미여러분 투자에 신중히, 즉 충분히 알아보고 하세요.

이런 엿같은 회사에는 더더욱 조심하세요.
비전도, 열정도, 미래도 보이지 않는 회사는 죽어간다는 증거입니다.","['네 동일인물 맞습니다. 이인간.. 네이버 돌아다니면서..말도 안되는 안티만 하다가...주식좀 올라가면 꼭 삽니다. 그때부터.. 좋다고 난리칩니다..', '아래 유닉스 ㅡ 아디 한개만 사용해라고 그랬지 이 ㅅ방세야', '내가 언제부터 망해가는회사다 말했나요?? 문제가 있으니까 이모양이지 이게 그럼 정상회사로 보입니까요?? ㅉㅉㅉ']"
2018.04.07 15:51,693,limd****,110.9.***.51,4,0,"가족 이름 까지 다 동참 합시다

계속 주식 할사람은 반드시 동참 합시다


1. 다른종목 게시판에 이글을 1일 5회씩,, 무조건,, 복사 /붙여넣기 하면,,

들불이 번지듯 ,, 국민청원 20만명을 채울수 있습니다

촛불 혁명 처럼 ,, 매번 사기 당하고 피해만 보던 개미 투자자들도 청와대에 공매도 폐지를 청원 합시다

공매도 이가 갈립니다",['네. 참여하께요 .']
2018.04.07 14:37,633,hyun****,115.21.***.240,1,1,"슬슬 관종에 넣고 4만 초중반부터 담아볼까 합니다~

내년에서 후년 쯤이면 5만 후반 ~ 6만 중반까지 보는데 주주님들 생각은 어떤가요","['쫌. 심한 거 아닌가요.\n기관쪽에서 그러던가요.\n알고싶네요. 의도를.\n\n무역전쟁 종료, 환율 안정, 연준의 금리 동결 시점\n이야기인가요.\n\n글쎄요. 승계작업이 끝나면\n폭등나오지 않을까 보는데.\n물론 특별한 악재가 없다면.\n\n좀만 기다려봅시다.\n금감원에 사실조사하면\n답이 나오겠죠.\n\n그래도 신뢰가 없다면\n국민청원으로 가야겠죠.']"
2018.04.07 07:15,686,j009****,222.97.***.106,1,0,"여러분 어제 삼성증권의 배당오류
어떻게 생각하나요.

기관이 대단하다 이런 느낌.
주가조작질 맘대로 할수있다는 말이잖아요.
무섭다 정말.

혹여 그냥 넘길 수 있는 분을 위해
관심을 가져 달라는 뜻에서 보도기사를
간추려 올려봅니다.

삼성증권은 배당금을 28억원을 지급하기로
결정하고, 지급과정에서 직원의 실수로
우리사주 물량에 대해선 1주당
1000주씩 배당했다는 것이다.

지난해 12월말 기준 삼성증권 우리사주는
283만1620주다.
28억원 대신 28억3160만주를 배당했다.

삼성증권 발행가능 주식 총수가
1억2000만주임에도 주식 총수를
훌쩍 넘어서는 주식이 지급되며
전산상 심각한 오류가 드러났다.

기관은 마음만 먹으면 맘대로
주가조작을 할 수 있다는 한 면을
엿볼 수 있다.

작금의 한국단자의 45거래일
연속된 주가하락은 의도적이지
않다면 있을 수 없는 것이다.

이 참에 금융감독원에 사실조사를
강력히 촉구하고, 시세조정 신고에
참여해주길 바랄게요.

가만히 있으면 누구도 챙겨주지
않습니다.

내 혼자만의 신고는 별 의미가
없을 수 있습니다.

개미여러분.
관심을 갖고 참여해 주세요","['전기전자업은 기관의 순매수세가\n강하게 나타나고 있으며,\n전기전자업은 최근 7일 동안 상승.\n\n같은 업종 DB하이텍이 +5.58%로\n가장 강한 상승률을 보이고 있고,\n쿠쿠홀딩스 +5%대로 뒤를 받치고 있다.\n\n반면 한국단자는\n끝없는 하락 흐름을 보이고 있다.\n\n이건 일부러 시세조정하지 않고는\n불가능한 일이다.', '한국단자 발행주식과 유통주식수는\n얼마되지 않지만 그 비율을 체크해야겠지요.\n\n한국단자는 주가조작의 낌새,\n시세조정의 냄새가 찐하게 나네요.', '증권회사에서 유령주식을\n마음대로 찍어낼 수 있는 시스템이며\n금융당국도 손못쓰는 희한한 나라.\n따라서 물량찍어 얼마든 공매칠수\n있으니 공매물량 조사들어가야 한다']"
2018.04.06 23:22,608,ljh8****,180.66.***.28,2,2,오죽 회사가 못났으면 뉴스가 없네~ 부도나서 없어져라!!!,[]
2018.04.06 12:38,646,jjjj****,39.7.***.210,1,2,"정말 1400원만 하락시킨게 많네요...훌륭하네요
그럼 오늘 종가 50000원",['뭔소리??? 하도 떨어지니 헛소리^^']
2018.04.06 11:25,439,capt****,220.92.***.115,0,0,"지난 일자별 주가 변동 보면 알 수 있습니다
오늘도 종가는 1400원 하락 시킵니다
코스피 35p 오를 때는 100~200 내려주고

암튼 창구가 이삼일 마다 바뀜
NH에서 한국으로 KB에서 유진 으로

내일도 모래도 하락만 하니
물타기 하면 걍 물림
장중 반등도 없는 종목이고

챠트나 기슬적 지표 분석이 전혀 의미가 없는 종목임

걍 쳐 내릴려고 혈안이 되어 있고 장증 쬐끔 빈등을 주려하면 개 떼같이 달려들어 손절하기 급급한 종목","['capt**** 야 다 아는 상황이니 입 쳐닥쳐라', '그렇네요 ㅎ']"
2018.04.06 09:51,478,capt****,220.92.***.115,9,2,"증여 상속세 피하려 여러 창구 통하여 주가 하락으로 시세 조정하며 공매와 결탁 된 종목

눈에 바로 보이는 누르기가 벌써 약6개월이 다되어감 이건 아주 비 정상적임

거래소 시장감시부서 금감원에 조사 조치 의뢰 했슴다","['어리석은짓했네 넌 보나마나 물려있을거고 고발하면 주가가 더 박살나지 한국단자가 부정매매로 밣혀지면 주가가 올라가겠냐? 처박히겠냐?? ㅋㅋ 넌 뇌가없냐?? ㅉㅉㅉ 그리고 j009**** 넌 제무재표 공부 다시해 너 아주 문제가 많은넘이다 ㅉㅉㅈ', '수고했음다.\n먼저 우리 다같이 연대해서 조사하도록 금감원에 신고합시다.\n그래도 안되면 청와대 국민청원 운동 전개합시다.\n\n영업이익, 순이익이 상당한대도\n주가가 계속 하락한다\n도저히 이해 불가.', '빙고', '찬성']"
2018.04.06 09:46,345,yun2****,211.253.***.10,0,1,ㆍ,"['아래 요넘 완존 인간말종 이네~', 'yun2****야 반말이 겸곤이냐?? 꼴갑하지말고 주식으로 쪽박찰 준비나해라 ㅉㅉㅉ\n넌 한국단자가 왜 빠지는지도 모르지?? 적정주가가 3만원대라는것도 모르지?? ㅋㅋㅉㅉㅉ', '아래 좀 겸손해져라~ 한글 공부도 틈틈이 좀 하고~', '님은 감으로 주식하나보죠?? 심한게 아니고 당연한거고 당연한 수순이었네요 외냐고요?? 주식은 아는만큼 보이는거고 모으면 왜 내리는지도 모르는게 주식이에요 공부하세요 ^^ 아니면 주식을 끝던지 ㅉㅉㅈ']"
2018.04.06 09:39,319,canc****,221.141.***.134,2,1,6쥰데 1주 더 사도 되나요,['응~ 너 거지인거 아니까^^']
2018.04.05 23:06,426,jong****,211.248.***.146,2,0,"큰 금액은 아니지만
68000원에 매수 했는데..

51400원이라... 슬푸구나...","['난 길목을 1년은 지키고\n아니다 싶으면 연금으로\n돌릴겁니다.\n\n세력한테 절대줄 수 없제.\n누가 이기나 한번 보세요.\n세월을 낚시하며 때를 기다림.', '기다리면 저버리질 않을 종목입니다.\n지금은 세력의 장난 또는 대주주의 승계\n문제일지 않을까 추측해봅니다.\n\n이럴때 무증하면 쉽게 승계할텐데.\n와이리 질질끄는지 모르겠네요.\n\n이게 아니면 세력의 장난이 확실.']"
2018.04.05 22:02,435,rick****,14.37.***.166,1,2,매수시점 인가보다... 개미들 죽는소리 내는거보니까,"['제가 봐도 아직 더....연기금이 제대로 한번 매도 포지션 잡으면 1년 내내 팔죠..\n실적 분기당 200억대 회복 못하면 올해 말이나 내년 초까진 세월 낚아야 하지 않을까요??', 'ㅋㅋㅋㅋㅋ개미들 죽는소리???ㅋㅋㅋㅋ아직 멀었다']"
2018.04.05 20:22,272,j009****,210.104.***.41,0,0,"참 이해되지 않는 판일세.
왜 이러지. 영업이익, 순이익이 상당함에도.

혹 무증계획?",[]
